1	1	2059	01/08/2016	31/12/2025	MXN	1	1		
2	1	2020		92.90					
2	1	0669		179.00					
2	1	0536		179.00					
2	1	0561		124.00					
2	1	0528		60.50					
2	1	0516		46.50					
2	1	2018		89.75					
2	1	0510		107.00					
2	1	0564		141.00					
2	1	0530		161.00					
2	1	0566		58.25					
2	1	0523		89.00					
2	1	0551		73.00					




